gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,2,1,2,1,0,0,0,0,0,2,0,1,0,956,945,1
0,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,29,2328,0
0,0,0,0,49,1,0,1,0,0,2,2,0,2,2,1,0,1049,4400,0
1,0,0,0,13,1,2,1,0,0,0,2,2,0,0,1,2,1054,2426,1
1,0,1,0,26,1,0,0,2,0,0,0,0,0,1,0,1,342,2736,0
0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,0,1178,5301,0
1,0,0,0,61,1,0,0,2,2,0,0,2,2,1,1,1,762,4552,0
0,0,0,0,11,1,0,0,0,2,0,2,0,0,0,1,2,432,1688,0
0,1,0,0,43,1,0,0,0,0,2,2,2,2,1,0,0,773,3938,0
1,0,1,1,53,1,0,1,0,2,0,2,0,0,2,1,0,867,4417,0
0,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,29,2687,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,16,1274,0
1,0,1,1,49,1,2,0,0,0,2,0,0,0,1,0,0,443,3611,0
1,0,0,0,57,1,2,2,1,1,1,1,1,1,2,1,1,78,2842,0
1,0,1,1,34,1,2,1,0,2,0,0,2,0,0,1,0,1048,3883,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,305,386,0
0,0,1,0,57,1,2,1,2,2,2,0,2,2,1,1,1,1431,5221,0
0,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,3,39,1587,0
0,0,1,0,70,1,2,1,2,2,2,2,2,2,2,1,1,1492,5571,0
0,0,0,0,62,1,0,0,0,0,2,0,0,2,1,0,1,500,4040,0
1,0,1,0,70,1,2,1,0,2,2,0,0,2,0,1,0,1112,5259,0
0,1,0,0,40,1,2,1,2,2,2,0,2,2,0,1,2,1463,4547,1
1,1,0,0,12,1,0,1,0,0,0,0,2,2,0,1,2,1065,2451,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,848,600,1
0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,15,2568,0
1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,3,343,166,0
1,1,0,0,64,1,2,1,2,0,2,2,2,2,2,1,2,1402,5371,0
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,89,3107,0
0,0,0,0,27,1,2,0,0,0,0,2,0,0,0,1,1,443,2831,0
0,0,0,0,1,1,0,1,2,2,0,0,2,0,0,1,2,1078,692,0
0,0,0,1,17,1,0,2,1,1,1,1,1,1,1,0,0,31,1229,1
1,1,1,0,59,1,2,1,0,2,2,0,2,2,1,1,2,1316,5162,0
0,1,0,0,25,1,2,0,0,0,0,2,0,2,0,1,2,623,2965,0
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,718,306,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,35,349,1
1,0,1,1,67,1,2,0,2,2,2,2,2,2,2,1,1,1097,5177,0
0,0,0,0,37,1,0,1,0,2,2,2,0,0,0,1,1,946,3936,1
0,1,1,0,41,1,2,1,2,0,2,0,2,2,1,1,0,1333,4515,0
0,0,1,0,56,1,0,2,1,1,1,1,1,1,2,1,0,20,2377,0
1,0,1,0,53,0,1,0,0,2,0,0,0,0,0,0,2,147,2942,0
0,0,0,0,11,1,0,1,0,0,0,0,0,2,0,0,0,830,2130,1
0,0,1,0,43,1,0,0,2,2,2,0,0,0,1,1,3,555,3664,0
1,0,1,1,41,1,2,0,2,2,0,0,2,0,0,1,0,675,3835,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,84,3072,0
0,0,1,0,18,1,2,1,0,0,2,0,0,2,0,0,3,1048,3067,1
0,0,1,0,22,1,2,0,0,0,0,2,2,2,0,1,1,749,2958,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,1,16,1579,0
0,0,0,0,9,1,2,1,2,0,0,0,2,2,0,1,2,1214,2160,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,274,118,0
1,0,1,1,6,0,1,0,2,2,2,0,0,0,2,0,3,213,991,0
0,0,0,0,35,0,1,0,2,2,2,2,0,2,2,1,3,410,3182,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,0,0,3,41,1792,0
1,0,1,1,71,1,2,0,2,2,2,0,0,0,2,0,1,594,4558,0
1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,1,91,2106,0
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,802,343,1
0,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,851,2988,1
1,1,1,0,31,1,2,1,0,0,0,0,0,2,0,1,2,961,3627,1
1,0,1,0,16,1,0,1,0,0,2,0,2,2,1,1,0,1179,2911,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,22,929,0
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,1,38,2828,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,12,7,0
1,1,1,0,71,1,2,1,0,2,0,0,2,2,2,0,0,1207,5332,0
0,0,1,1,60,0,1,0,0,2,2,2,2,0,2,0,1,395,3925,0
0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,3,310,1087,0
1,1,1,0,31,1,2,1,0,0,0,0,0,2,0,0,2,967,3643,1
0,0,0,1,30,1,2,1,0,0,0,0,2,0,0,1,1,992,3657,1
1,0,0,0,18,1,0,1,0,2,0,0,0,0,0,1,1,753,2747,1
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,34,2712,0
0,0,0,0,31,1,2,0,0,2,0,0,0,0,0,1,2,430,3041,0
1,0,1,0,64,1,2,1,0,2,0,0,0,2,0,1,2,1068,5020,0
0,0,1,1,44,0,1,0,2,0,0,0,2,2,0,1,0,386,3450,0
1,0,0,0,41,1,2,2,1,1,1,1,1,1,1,0,2,90,2133,0
1,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,773,1565,0
1,0,0,1,31,1,0,2,1,1,1,1,1,1,2,0,3,38,1762,0
1,1,1,0,56,0,1,0,0,0,0,0,2,2,0,1,2,294,3591,1
1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,332,161,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,299,139,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,297,137,0
1,0,0,0,23,1,0,1,0,0,0,2,2,2,0,1,2,1167,3329,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,29,23,1
1,0,1,1,64,1,2,1,2,0,2,2,2,2,2,0,0,1395,5333,1
0,0,1,0,55,1,2,2,1,1,1,1,1,1,1,0,2,75,2528,0
1,0,0,0,44,1,0,0,2,0,2,0,2,2,0,1,2,795,3941,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,22,2730,0
1,0,1,0,58,1,0,0,2,2,2,0,2,0,1,0,1,630,4241,0
1,0,0,0,68,0,1,0,0,2,2,0,0,0,1,1,0,197,3544,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,4,986,0
0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,16,2306,0
0,0,0,0,37,1,0,2,1,1,1,1,1,1,1,0,3,14,1838,0
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,2,308,1247,1
0,1,1,0,46,1,2,0,2,2,2,0,0,0,0,1,1,642,3931,0
0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,2,184,261,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,320,155,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,300,140,1
1,1,0,0,0,0,1,0,0,2,2,0,0,2,0,1,2,265,117,1
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,3,30,2114,0
0,1,0,0,37,1,0,0,2,2,0,0,0,0,0,1,1,484,3408,1
0,0,1,0,64,1,0,0,2,0,2,2,0,0,2,0,1,505,4194,0
0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,1,2,741,2764,1
1,0,0,0,51,1,0,1,0,2,0,0,0,2,0,1,2,968,4411,1
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,3,17,2679,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,316,153,1
0,1,0,0,51,0,1,0,0,2,2,2,2,0,0,1,2,378,3585,0
1,0,1,0,5,1,2,2,1,1,1,1,1,1,1,0,3,91,703,0
1,1,0,0,47,1,2,1,0,2,0,0,2,2,1,1,2,1219,4568,0
0,0,1,1,63,1,2,1,2,0,0,2,2,2,1,1,0,1317,5275,0
0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,0,2,936,904,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,278,121,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,71,3038,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,308,146,0
0,0,1,1,50,1,2,1,2,2,0,0,0,2,0,1,2,1123,4493,0
0,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,0,22,1906,0
0,0,1,1,71,1,0,0,2,2,2,0,2,0,2,1,1,700,4694,0
0,0,1,0,42,1,2,0,2,2,0,2,2,2,2,0,1,990,4076,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1475,5572,0
1,0,1,0,46,1,2,1,0,0,0,0,2,2,1,1,1,1151,4503,0
1,0,0,0,71,1,2,0,2,2,2,2,2,2,2,0,1,1026,5166,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,43,255,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,688,281,1
1,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,981,684,1
1,0,0,0,25,0,1,0,2,2,0,0,0,2,0,1,0,290,2401,0
1,0,1,1,28,1,0,0,2,0,0,0,0,2,0,1,3,530,3127,0
0,1,1,0,34,1,2,1,2,2,0,2,2,0,0,1,0,1249,4114,1
1,0,0,0,26,1,0,0,2,2,0,0,0,0,1,0,0,454,2804,0
1,0,1,1,23,1,0,0,2,2,0,2,0,2,0,1,1,693,3011,0
1,0,1,1,66,1,0,0,2,0,2,2,0,0,2,1,0,534,4238,0
0,0,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,731,2444,1
0,0,0,0,22,1,0,0,0,2,2,0,0,0,1,0,0,461,2612,0
1,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,3,156,1292,0
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,2,48,42,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,299,139,1
1,1,0,0,3,0,1,0,0,2,0,0,2,2,0,1,1,387,791,0
1,0,0,1,15,1,2,0,2,2,0,0,0,2,0,1,2,669,2307,0
0,0,1,0,45,0,1,0,0,0,0,0,2,2,0,1,2,276,3255,0
1,0,0,0,37,1,2,0,2,2,2,2,0,0,0,0,2,686,3637,0
1,1,1,0,29,1,0,0,0,2,0,0,0,0,0,1,0,376,2856,1
0,1,0,0,4,1,0,1,0,0,0,0,0,2,0,0,2,847,1206,1
1,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,1074,2929,0
1,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,26,346,0
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,2,31,933,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,1067,5197,0
1,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,1093,952,0
1,0,0,0,55,1,2,1,0,2,0,2,0,2,0,1,2,1136,4736,1
0,0,0,0,40,1,2,2,1,1,1,1,1,1,1,1,3,86,2147,0
0,0,0,0,6,1,0,0,2,2,0,2,2,2,0,1,2,838,1560,0
1,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,27,2708,0
1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,41,624,0
0,0,1,1,4,0,1,0,0,2,0,0,0,0,0,1,2,149,687,0
0,0,1,1,71,1,2,1,2,2,2,2,2,0,2,0,1,1350,5489,0
1,0,1,1,43,1,0,2,1,1,1,1,1,1,1,1,0,38,2007,0
0,0,0,0,64,1,2,1,0,2,2,0,2,0,1,1,2,1157,5108,0
0,0,0,0,2,1,2,0,0,0,0,2,2,0,0,0,2,597,709,0
0,0,0,0,43,1,2,1,0,2,2,0,0,0,0,1,0,957,4197,1
1,0,0,0,23,1,0,0,2,0,0,2,0,0,0,0,2,444,2643,0
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,386,191,1
1,0,1,0,21,1,0,2,1,1,1,1,1,1,0,1,0,37,1392,0
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,1,980,5021,0
1,0,1,1,24,1,2,0,0,0,0,0,2,0,0,0,2,533,2715,0
0,1,1,1,21,1,2,1,0,0,0,0,2,0,0,0,0,968,3226,0
1,0,1,1,48,1,2,1,0,0,2,0,2,2,0,1,2,1235,4632,1
1,0,1,1,46,1,2,1,0,0,2,2,2,2,0,1,0,1372,4733,1
0,0,1,1,30,1,0,2,1,1,1,1,1,1,0,1,3,19,1696,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,38,347,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,32,26,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,3,22,1276,0
0,0,0,0,2,1,0,1,2,2,0,0,0,0,0,1,2,850,900,1
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,0,25,2183,0
0,0,1,0,50,1,0,0,2,2,0,2,0,0,1,1,0,536,3875,0
0,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,3,19,946,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,46,40,0
1,0,0,1,0,1,0,2,1,1,1,1,1,1,0,1,3,49,43,0
1,0,0,0,62,1,2,0,2,2,2,2,0,0,1,0,2,716,4507,0
1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,439,746,0
1,0,0,0,45,1,0,2,1,1,1,1,1,1,2,0,1,12,2066,0
1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,364,176,0
1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,3,99,802,1
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,0,38,2826,0
1,0,1,1,54,1,2,1,0,0,2,0,2,0,0,1,1,1063,4730,0
0,0,0,0,69,1,2,1,0,2,2,2,0,0,1,1,0,1060,5175,0
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,883,661,1
1,0,1,1,66,1,2,1,2,0,0,2,2,2,2,0,0,1321,5321,0
1,0,1,0,64,1,2,1,0,2,0,0,2,0,0,1,0,1091,5023,1
1,0,1,0,13,1,0,0,0,0,2,0,0,0,0,0,1,372,1714,0
0,0,1,1,19,1,2,1,0,0,2,2,0,2,0,1,0,1157,3196,0
1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,2,783,333,1
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,785,334,1
0,0,1,0,45,1,2,0,2,0,0,0,0,0,0,0,2,410,3526,0
0,0,1,1,32,1,2,1,0,2,2,2,0,0,0,0,1,1027,3741,0
0,0,0,0,41,1,2,0,2,2,0,0,0,0,1,1,0,529,3499,0
1,0,0,0,22,1,0,1,2,0,2,0,2,2,1,1,1,1238,3432,0
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,701,1540,0
1,0,0,0,23,1,0,0,2,0,0,0,0,0,0,1,0,359,2459,1
1,0,0,0,68,1,2,0,2,2,2,2,0,2,1,1,1,840,4816,1
0,0,0,0,52,1,0,1,0,2,2,0,2,2,1,1,3,1245,4762,0
0,0,1,0,6,1,0,1,0,0,0,0,2,0,0,1,2,890,1574,1
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,1,15,1313,0
0,0,1,1,22,1,2,1,0,0,0,0,0,2,0,0,2,973,3159,0
1,0,1,1,71,1,0,0,2,0,2,2,2,2,2,1,2,884,4950,0
1,0,1,0,10,1,2,1,0,0,0,0,0,0,0,1,2,775,1938,1
1,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,1118,452,1
1,1,0,0,30,1,2,1,0,2,0,0,2,0,0,1,2,1069,3718,0
0,0,0,0,56,1,0,0,0,2,2,2,2,0,2,0,3,682,4215,0
0,0,1,1,44,1,0,2,1,1,1,1,1,1,2,1,0,28,2034,0
1,0,0,0,9,1,2,1,0,2,2,0,0,2,0,1,2,1152,2208,0
0,0,1,0,57,1,2,1,0,0,2,2,2,2,0,1,1,1278,5001,1
1,0,0,1,13,1,0,2,1,1,1,1,1,1,0,0,3,27,960,0
1,0,1,0,26,1,2,0,2,0,0,2,2,2,1,0,3,885,3379,0
0,0,1,1,13,1,2,1,0,2,0,0,0,2,0,1,0,1073,2523,1
0,0,1,1,11,0,1,0,0,2,0,0,0,0,0,0,3,125,1055,1
0,0,1,1,24,1,0,1,0,2,2,0,2,0,0,1,0,1038,3410,1
1,1,1,0,57,1,2,1,2,2,2,0,2,2,1,1,2,1398,5138,1
0,0,1,1,34,0,1,0,2,0,0,2,2,0,2,1,1,323,2975,0
0,1,0,0,15,1,2,1,0,0,0,0,2,0,0,1,2,956,2646,1
1,0,1,1,44,1,2,0,0,2,2,0,2,2,1,0,1,843,4088,0
0,0,0,0,16,1,0,1,0,2,0,0,2,0,0,1,2,932,2615,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,311,149,1
1,0,0,0,21,1,0,2,1,1,1,1,1,1,1,0,3,20,1297,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,686,279,1
1,0,1,1,66,1,0,0,2,0,2,2,0,2,2,0,3,648,4524,0
0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,2,289,475,1
1,0,0,0,22,1,2,1,0,0,0,0,0,0,0,1,2,775,3015,1
0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,0,1,786,1665,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,31,533,0
1,0,0,0,53,0,1,0,2,0,0,2,2,0,2,0,1,301,3529,0
0,0,0,0,56,1,0,1,0,0,2,0,2,2,2,1,2,1152,4849,1
1,0,0,0,23,1,2,1,0,0,2,0,2,0,0,1,3,1052,3344,1
0,0,1,1,48,1,2,1,0,2,0,0,2,2,1,0,3,1248,4668,1
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,2,327,827,1
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,872,727,1
0,0,0,1,3,1,2,1,0,0,2,2,0,0,0,1,3,1002,1131,1
1,0,1,1,69,1,2,0,2,2,2,2,2,0,2,1,0,853,4954,0
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,794,1165,1
1,0,1,1,52,1,2,0,2,0,2,2,2,2,0,0,2,975,4521,0
0,0,1,0,46,1,2,1,2,2,2,0,2,0,0,1,2,1215,4489,1
0,0,0,1,30,1,0,2,1,1,1,1,1,1,1,0,1,30,1595,0
1,0,1,1,12,1,0,0,0,2,2,2,0,0,0,0,0,560,1833,0
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,0,2,990,1953,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,303,143,1
1,0,1,0,66,1,2,1,0,2,2,0,2,2,1,0,2,1311,5357,1
1,0,1,1,61,1,0,1,2,2,2,2,2,2,2,0,3,1385,5300,0
0,0,0,0,15,1,0,1,0,2,0,0,0,2,0,1,2,986,2631,0
0,1,1,0,4,1,2,1,0,2,0,0,0,0,0,1,2,888,1196,1
1,0,0,0,11,1,0,1,0,0,2,0,2,2,1,0,2,1161,2433,0
1,1,0,0,70,1,2,1,0,2,0,2,2,2,1,0,0,1343,5433,0
0,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,3,31,1363,0
0,0,0,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20,1107,0
1,0,1,0,66,1,0,1,2,2,0,0,0,2,1,1,1,1067,5072,1
1,0,0,1,1,1,2,0,2,2,0,0,0,0,0,0,0,544,571,0
0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,3,90,551,0
0,0,1,0,14,1,0,1,0,0,0,0,2,2,0,0,2,1018,2695,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,32,26,1
0,0,0,1,42,1,0,0,2,2,0,0,0,2,0,1,2,584,3672,0
1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,762,321,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,699,292,0
0,0,1,1,25,1,0,1,0,0,0,0,2,2,0,1,2,1071,3469,1
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,855,3032,1
1,0,1,0,70,1,2,0,2,2,2,2,2,2,2,0,0,1066,5182,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,17,682,0
0,1,0,0,27,1,2,0,0,2,2,2,0,0,0,0,0,594,3158,0
1,1,0,0,15,1,0,1,0,0,0,0,0,0,0,0,2,680,2242,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,18,554,0
0,0,0,0,68,1,2,1,0,2,2,2,2,2,2,1,0,1428,5446,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,83,53,0
1,0,0,0,2,1,0,0,2,0,2,0,2,2,0,1,2,819,789,0
1,1,0,0,20,1,0,1,0,0,2,0,2,2,0,1,0,1182,3274,1
0,0,1,0,68,1,2,1,0,2,2,0,0,0,0,1,0,969,4998,0
0,0,1,0,70,0,1,0,2,2,2,2,0,0,2,1,0,329,3986,0
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,3,16,2639,0
0,0,0,0,47,1,2,1,0,0,2,2,2,2,0,1,2,1306,4669,0
1,0,1,0,46,1,2,1,0,2,2,0,0,0,0,1,0,929,4299,1
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,356,498,1
1,0,0,0,44,1,2,1,2,0,2,2,2,2,0,1,1,1391,4677,0
1,0,0,0,50,1,2,1,0,2,0,0,0,0,0,0,0,888,4303,0
0,0,1,0,21,1,2,0,2,0,0,2,2,2,0,1,2,852,3046,1
1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,2,1062,5155,0
1,0,1,1,6,1,0,0,0,0,2,0,0,0,0,0,2,342,1127,1
1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,1,0,803,4246,0
0,0,0,0,33,1,2,1,0,0,0,0,2,0,0,0,2,968,3747,0
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,1,3,85,2843,0
1,1,1,0,64,1,2,1,0,2,2,0,2,2,1,1,0,1294,5294,0
1,0,0,0,46,1,2,1,2,2,0,2,2,0,0,0,3,1254,4537,0
0,0,0,0,0,1,0,1,2,0,0,0,2,2,0,1,2,1159,466,1
0,0,0,0,48,1,2,0,2,2,0,0,0,0,0,1,1,521,3765,1
0,0,1,1,66,1,2,1,0,2,0,2,2,0,2,0,1,1129,5146,0
1,0,0,1,38,1,0,2,1,1,1,1,1,1,1,0,0,15,1872,0
0,1,0,0,42,1,0,1,2,2,0,2,2,2,0,1,1,1385,4516,1
1,1,0,0,55,1,2,1,0,0,2,0,2,2,0,1,2,1260,4899,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,713,304,1
0,0,1,1,22,1,0,1,0,0,2,0,0,0,0,1,1,782,3009,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31,25,1
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,682,275,1
0,1,1,0,31,1,2,1,0,0,0,0,2,2,0,1,2,1111,3762,1
1,0,1,1,16,1,0,1,0,0,0,0,2,0,0,0,2,885,2711,1
0,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,2,165,581,1
0,0,0,0,49,0,1,0,0,2,2,2,0,0,2,0,1,231,3208,0
0,0,1,1,47,0,1,0,0,0,0,2,0,0,0,1,1,131,2741,0
0,0,0,1,49,1,0,2,1,1,1,1,1,1,2,0,1,31,2158,0
1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,859,4978,0
1,0,0,1,9,1,2,2,1,1,1,1,1,1,0,0,1,85,830,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,3,21,1230,0
1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,867,374,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,14,9,1
1,0,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,1128,1917,0
1,0,0,0,1,1,2,1,2,0,0,0,0,2,0,0,3,1070,713,0
1,0,1,0,68,1,2,1,0,0,2,0,2,2,1,0,0,1229,5306,0
0,0,1,0,36,1,2,1,2,0,2,2,0,2,1,1,2,1223,4148,1
1,0,0,1,17,1,2,1,0,0,2,0,0,0,0,1,1,879,2717,0
0,0,1,0,7,1,2,1,0,0,0,0,0,2,0,1,1,965,1651,1
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2,781,885,1
1,0,1,1,54,1,0,0,2,0,0,0,0,2,1,0,1,515,3879,0
1,0,1,0,32,1,2,1,0,2,2,0,0,2,0,1,2,1114,3852,0
0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,296,3346,0
1,0,0,0,33,1,2,2,1,1,1,1,1,1,2,0,0,111,2167,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,32,253,0
1,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,53,1782,0
0,0,0,0,32,1,2,0,2,0,0,2,0,0,1,0,2,514,3220,0
1,0,0,0,39,1,0,0,2,2,0,2,0,0,0,1,3,561,3628,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,2,1525,5617,0
1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,433,205,1
0,0,1,1,71,0,1,0,2,2,2,2,2,2,2,0,0,594,4487,0
0,0,1,1,21,1,0,1,0,0,0,0,0,2,0,1,2,871,3094,0
1,0,1,1,45,1,0,2,1,1,1,1,1,1,1,1,0,32,1975,0
0,0,0,0,11,1,2,0,0,0,0,2,2,2,1,1,3,793,1988,0
1,0,0,0,30,1,2,1,0,2,0,0,0,0,0,1,2,877,3507,0
1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,88,484,1
0,0,1,1,66,1,2,0,2,0,0,0,2,2,2,1,2,786,4771,0
1,0,1,0,39,0,1,0,2,2,2,0,0,0,1,1,2,259,3024,1
1,0,1,1,40,1,2,0,2,2,2,0,2,0,0,1,1,767,3811,0
1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,782,332,1
1,0,0,0,50,1,2,1,2,2,0,0,2,0,1,1,2,1143,4611,1
1,0,1,1,41,0,1,0,2,0,2,2,2,0,2,0,1,333,3277,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,21,1324,0
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,698,291,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,31,25,0
0,0,0,0,55,1,2,1,2,2,0,0,2,2,0,1,1,1360,5005,0
1,0,0,1,14,1,2,1,0,2,0,0,2,0,0,1,2,1075,2755,0
1,0,1,1,11,1,2,2,1,1,1,1,1,1,2,1,0,97,1059,0
0,0,1,1,53,1,0,0,2,0,2,2,0,2,2,0,0,686,4199,0
